winery,country,region_1
Owen Roe,US,Yakima Valley
Pacific Ridge,US,Sta. Rita Hills
Phoenix Ranch,US,Napa Valley
2nd Chance,US,Santa Maria Valley
Bergevin Lane,US,Columbia Valley (WA)
Hungerford Hill,Australia,South Eastern Australia
Jacopo Biondi-Santi,Italy,Morellino di Scansano
Le Buche,Italy,Toscana
Leonesse Cellars,US,Temecula Valley
Market Vineyards,US,Columbia Valley (WA)
Marsiliana,Italy,Toscana
Mazzei,Italy,Chianti Classico
Morlanda,Spain,Priorat
Becker,US,Texas High Plains
Bex,Germany,NA
Brennan,US,Texas
Casa de Vilacetinho,Portugal,NA
Cascina Bruciata,Italy,Barbaresco
Antucura,Argentina,Vista Flores
Frédéric Brouca,France,Vin de France
Fullerton,US,Willamette Valley
Gotsa Family Wines,NA,NA
Graffigna,Argentina,San Juan
Coelho,US,Willamette Valley
Deltetto,Italy,Barolo
Diego Conterno,Italy,Barolo
Evans & Tate,Australia,Australia
Falua,Portugal,NA
Fiuza,Portugal,NA
Sidewood,Australia,Adelaide Hills
Antonio Mas,Argentina,Tupungato
Aveleda,Portugal,NA
Battaglio,Italy,Barbaresco
Bella Grace,US,Amador County
Bodega Calle,Argentina,Mendoza
Borgogno F.lli Serio e Battista,Italy,Barolo
Château les Petits Arnauds,France,Blaye Côtes de Bordeaux
Château Mougneaux,France,Bordeaux Supérieur
Château Saintongey,France,Bordeaux
Château Ségonzac,France,Blaye Côtes de Bordeaux
Covila,Spain,Rioja
Cuda Ridge Wines,US,Livermore Valley
Duménil,France,Champagne
Ego Bodegas,Spain,Jumilla
Ektimo Vineyards,US,Russian River Valley
Finca del Marquesado,Spain,Rioja
Folin Cellars,US,Rogue Valley
Francis Coppola,US,Sonoma County
Frank Family,US,Rutherford
Real Companhia Velha,Portugal,NA
Santos & Seixo,Portugal,NA
Travaglini,Italy,Coste della Sesia
Yorkville Cellars,US,Yorkville Highlands
Agustí Torelló Mata,Spain,Penedès
Amalie Robert,US,Willamette Valley
Archgate Cellars,US,Lodi
Bersano,Italy,Barolo
Cantine di Marzo,Italy,Greco di Tufo
Carica,US,Russian River Valley
Ignacio Marín,Spain,Cariñena
Château Cap Saint-Martin,France,Blaye Côtes de Bordeaux
Château de Bel,France,Bordeaux Supérieur
Vranken,France,Champagne
Château Pavillon de Boyrein,France,Graves
Fabiano,Italy,Lugana
Vinosia,Italy,Primitivo di Manduria
Kono,New Zealand,NA
Santa Ema,Chile,NA
Morandé,Chile,NA
One Hope,US,California
Pommery,France,Champagne
Saddleback,US,Clarksburg
Alexander Valley Vineyards,US,Alexander Valley
Covington,US,Walla Walla Valley (WA)
Kendall-Jackson,US,California
Ledgewood Creek,US,Suisun Valley
X,US,North Coast
Château Lamothe-Vincent,France,Bordeaux Blanc
Yvon Mau,France,Bordeaux Blanc
Bellenda,Italy,Piave
Breggo,US,Anderson Valley
Byzantium,Romania,NA
Pascual Toso,Argentina,Mendoza
Quinta de la Rosa,Portugal,NA
Sieber Rd,Australia,Barossa Valley
Lachini,US,Oregon
Mauro,Spain,Vino de la Tierra de Castilla y León
Dancing Bull,US,California
Domaine de Mirail,France,Vin de Pays des Côtes de Gascogne
Domaine des Terrisses,France,Gaillac
Fournier Père et Fils,France,Sancerre
Benanti,Italy,Sicilia
Caruso & Minini,Italy,Sicilia
The Four Graces,US,Dundee Hills
Arcane Cellars,US,Rogue Valley
Benton-Lane,US,Willamette Valley
Château Puy-Servain,France,Montravel
Domaine Philippe Portier,France,Quincy
Expression 44°,US,Eola-Amity Hills
Nick Faldo,Australia,Coonawarra
Tarapaca,Chile,NA
Hunt Country Vineyards,US,Finger Lakes
Antichi Vinai 1877,Italy,Etna
Brecon Estate,US,Paso Robles
Callaway,US,Temecula Valley
Casa di Grazia,Italy,Sicilia
Ruhlmann,France,Alsace
Spring Mountain Vineyard,US,Napa Valley
Stanton Vineyard,US,Willamette Valley
Cusumano,Italy,Sicilia
Dalton,Israel,NA
Dragonette,US,Happy Canyon of Santa Barbara
Gaba do Xil,Spain,Valdeorras
Gorka Izagirre,Spain,Bizkaiko Txakolina
Grgich Hills,US,Carneros
Linaje Garsea,Spain,Ribera del Duero
Omaka Springs,New Zealand,NA
Ventana,US,Arroyo Seco
Vieil Armand,France,Alsace
Vivera,Italy,Etna
WildAire,US,Walla Walla Valley (OR)
Mills Reef,New Zealand,NA
Pazo Torrado,Spain,Rías Baixas
Sur de los Andes,Argentina,Mendoza
Babich,New Zealand,NA
Rentas de Fincas,Spain,Rioja
Setzer,Austria,NA
Tenuta Luisa,Italy,Isonzo del Friuli
Honeywood Winery,US,Willamette Valley
I Clivi,Italy,Colli Orientali del Friuli
Irony,US,Napa Valley
Kedar's K'orus,France,Vin de Pays d'Oc
Little Black Dress,US,California
Marqués de Vizhoja,Spain,Rías Baixas
Estancia,US,California
Finca La Emperatriz,Spain,Rioja
Vinai dell'Abbate,Italy,Colli Orientali del Friuli
Graf Hardegg,Austria,NA
Botalcura,Chile,NA
Bridgeway,US,Central Coast
Calatrasi,Italy,Delle Venezie
Château Bélingard,France,Monbazillac
Clos Teddi,France,Patrimonio
Colutta,Italy,Colli Orientali del Friuli
Ormonde,South Africa,NA
Principe di Corleone,Italy,Sicilia
Sandeman,Portugal,NA
Scott Harvey,US,Amador County
Sea Slopes,US,Sonoma Coast
Trisaetum,US,Willamette Valley
Bergström,US,Dundee Hills
Mauro Veglio,Italy,Barolo
Poças,Portugal,NA
Quinta do Vesuvio,Portugal,NA
Schild Estate,Australia,Barossa Valley
Shafer,US,Carneros
Alphonse Mellot,France,Sancerre
Ascheri,Italy,Barolo
Big Table Farm,US,Willamette Valley
Horsepower,US,Walla Walla Valley (OR)
Château de Parnay,France,Saumur-Champigny
Tres Sabores,US,Rutherford
Williams Selyem,US,Sonoma Coast
Cayuse,US,Walla Walla Valley (OR)
Chappellet,US,Napa Valley
Churchill's,Portugal,NA
Dion,US,Chehalem Mountains
Domaine Bernard Fleuriet et Fils,France,Sancerre
Drouhin Oregon Roserock,US,Eola-Amity Hills
Santa Alicia,Chile,NA
Rutherford Ranch,US,Napa Valley
Weixelbaum,Austria,NA
Landmark,US,Sonoma Coast
Mercer,US,Yakima Valley
Michel Gassier,France,Costières de Nîmes
Nada Fiorenzo,Italy,Langhe
Barrage Cellars,US,Yakima Valley
Bonny Doon,US,Central Coast
Casajús,Spain,Ribera del Duero
Castellroig,Spain,Cava
Château d'Or et de Gueules,France,Costières de Nîmes
Citille di Sopra,Italy,Rosso di Montalcino
Condado de Oriza,Spain,Ribera del Duero
Cookies & Cream,US,California
Daou,US,Paso Robles
Dei,Italy,Rosso di Montepulciano
Domaine de Gensac,France,Gers
Domaine Rolet Père et Fils,France,Crémant de Jura
Domaine Rotier,France,Vin de Liqueur
Three Brothers,US,Seneca Lake
Wilridge,US,Naches Heights
Belden Barns,US,Sonoma Mountain
Château du Retout,France,Haut-Médoc
Château la Gravette Lacombe,France,Médoc
Château Méric,France,Médoc
In Re,US,Napa Valley
Chasing Venus,New Zealand,NA
Château les Joyeuses,France,Bordeaux
Château Monfort Bellevue,France,Médoc
Château Vrai Caillou,France,Bordeaux Supérieur
Concha y Toro,Chile,NA
Experience,US,Napa Valley
Cantine Grasso,Italy,Terre Siciliane
Madrigal,US,Napa Valley
Millbrook,US,Hudson River Region
Santa Rita,Chile,NA
Scotto Family Cellars,US,Lodi
Spicy Vines,US,Mendocino
Les Vignerons Réunis de Monségur,France,Bordeaux
Nugnes,Italy,Campania
Château les Lattes,France,Médoc
Ports of New York,US,New York
Whitman Cellars,US,Columbia Valley (WA)
Winkler-Hermaden,Austria,NA
Fire Block,Australia,Clare Valley
Palivou,Greece,NA
Felsner,Austria,NA
Gemella,US,Mendocino
Tsantali,Greece,NA
Bisol,Italy,Prosecco del Veneto
Carmina,Italy,Prosecco di Conegliano
Carpenè Malvolti,Italy,Prosecco di Conegliano
Col Saliz,Italy,Prosecco di Valdobbiadene
Ghost Pines,US,Napa-Sonoma
Wellington,US,Sonoma Valley
Zonin,Italy,Prosecco del Veneto
Lost River,US,Columbia Valley (WA)
Toffoli,Italy,Prosecco del Veneto
Trapiche,Argentina,Mendoza
Louis Guntrum,Germany,NA
Pali,US,Sonoma Coast
Robert Stemmler,US,Russian River Valley
Rutini,Argentina,Mendoza
Schloss Halbturn,Austria,NA
Zolo,Argentina,Valle de Uco
Bailly-Lapierre,France,Crémant de Bourgogne
Balo,US,Anderson Valley
Boasso,Italy,Barolo
Broccardo,Italy,Barolo
Casa Agricola Santos Jorge,Portugal,NA
Cave des Vignerons de Buxy,France,Mâcon-Villages
Chamlija,Turkey,NA
Château de Fuissé,France,Saint-Véran
Château de Santenay,France,Chassagne-Montrachet
Chime,US,California
Christophe Cordier,France,Pouilly-Fuissé
Famille Laplace,France,Vin de France
Finca Lalande,Argentina,Mendoza
Altos Las Hormigas,Argentina,Mendoza
Aubichon Cellars,US,Willamette Valley
Ben Haines,Australia,Goulburn Valley
Blue Fish,Germany,NA
Bouchard Père & Fils,France,Pouilly-Fuissé
Cambridge & Sunset,US,California
Cascina Chicco,Italy,Barolo
Quinta da Foz,Portugal,NA
Tamber Bey,US,Yountville
Tantara,US,Santa Maria Valley
Westerly,US,Sta. Rita Hills
Aesthete,US,Bennett Valley
Bacalhôa Wines of Portugal,Portugal,NA
Barton,US,Paso Robles Willow Creek District
Bava,Italy,NA
Bucci,Italy,Verdicchio dei Castelli di Jesi Classico
Central Coast Group Project,US,Santa Barbara County
Château Tour Grand Faurie,France,Saint-Émilion
Hecho por Ruben,US,Ballard Canyon
J. Portugal Ramos,Portugal,NA
Judd's Hill,US,Suisun Valley
Longboard,US,Russian River Valley
Piro,US,Santa Maria Valley
Point & Line,US,Sta. Rita Hills
Secret Spot Wines,Portugal,NA
White Hart Wine,US,Monterey
Balletto,US,Russian River Valley
Bien Nacido,US,Santa Maria Valley
Bodega de Edgar,US,Central Coast
Agricoltori del Chianti Geografico,Italy,Chianti Classico
Barrière Frères,France,Bordeaux
Castellare di Castellina,Italy,Chianti Classico
Château la Grande Barthe,France,Montagne-Saint-Émilion
Danie de Wet,South Africa,NA
Dr. Wehrheim,Germany,NA
Erba,US,Napa Valley
Mulderbosch,South Africa,NA
Provenance Vineyards,US,Rutherford
Rietvallei Estate Wine,South Africa,NA
Sol Duc,US,Columbia Valley (WA)
Horan Estates,US,Columbia Valley (WA)
Lamole di Lamole,Italy,Chianti Classico
Leo,Germany,NA
Villa Wolf,Germany,NA
Washington Hills,US,Washington
Guardian Peak,South Africa,NA
Cameron Hughes,Spain,Rioja
Caparzo,Italy,Brunello di Montalcino
Venta Morales,Spain,La Mancha
Firriato,Italy,Sicilia
Fondo Antico,Italy,Sicilia
Hannah Nicole Vineyards,US,Contra Costa County
Hosmer,US,Cayuga Lake
Ancient Oak Cellars,US,Russian River Valley
Barkan,Israel,NA
Black Star Farms,US,Michigan
Cosentino,US,California
Lusco,Spain,Rías Baixas
Markham,US,Napa Valley
Michael David,US,Lodi
Maggiovini,Italy,Sicilia
La Merika,US,Russian River Valley
Masseria del Feudo Grottarossa,Italy,Sicilia
Napa Family Vineyards,US,Napa Valley
Petroni,US,Sonoma Valley
Resonata,Italy,Sicilia
Bodegas Fontana,Spain,Uclés
Bodegas Peñafiel,Spain,Ribera del Duero
Brotherhood,US,New York
Cave de Lugny,France,Mâcon-Villages
Dashwood,New Zealand,NA
Feudi di San Gregorio,Italy,Greco di Tufo
Ghost Waltz,US,Sonoma County
Griesbauerhof,Italy,Alto Adige
Gustav Adolf Schmitt,Germany,NA
Cantina Produttori San Michele Appiano,Italy,Alto Adige
Cembra,Italy,Trentino
Cliff Lede,US,Stags Leap District
Clos Figueras,Spain,Priorat
Consilience,US,Santa Barbara County
Domaines Landron,France,Muscadet Sèvre et Maine
Cave du Vin Blanc de Morgex et de la Salle,Italy,Valle d'Aosta
Cedar Creek,US,Fair Play
Colterenzio,Italy,Alto Adige
Demetria,US,Santa Barbara County
Domaine de l'Ermitage,France,Menetou-Salon
Domaine de Rome,France,Sancerre
Domdechant Werner,Germany,NA
Dr. Fischer,Germany,NA
Osborne,Spain,Jerez
Pinord,Spain,Penedès
Quintas de Melgaço,Portugal,NA
Rosenblum,US,Sonoma Valley
Summers,US,Alexander Valley
Tiefenbrunner,Italy,Alto Adige
Tramin,Italy,Alto Adige
Vesevo,Italy,Greco di Tufo
Viszlay Vineyards,US,Russian River Valley
Yealands,New Zealand,NA
Zahel,Austria,NA
Albet I Noya,Spain,Penedès
Allram,Austria,NA
Alta Alella,Spain,Cava
Ampelos,US,Sta. Rita Hills
Ascencion,US,Paso Robles
Baigorri,Spain,Rioja
Challen,US,Sta. Rita Hills
Château Coutinel,France,Fronton
Château Grand Boise,France,Côtes de Provence Sainte-Victoire
Château le Payral,France,Bergerac
Clos Fardet,France,Madiran
Crux,US,Russian River Valley
Damiani,US,Finger Lakes
Di Meo,Italy,Greco di Tufo
Domaine Clos Gautier,France,Côtes de Provence
Domaine Harmonie des Arpents,France,Coteaux Varois en Provence
Domäne Wachau,Austria,NA
Doren,US,Sonoma Valley
Écluse,US,Paso Robles
Grizzly Peak,US,Rogue Valley
Villa Mottura,Italy,Salento
14 Hands,US,Washington
Barraco,Italy,Sicilia
Capolino Perlingieri,Italy,Sannio
Château Bois Noir,France,Bordeaux Supérieur
Château du Moulin Rouge,France,Haut-Médoc
Chateau le Grand Verdus,France,Bordeaux Rosé
Dark Hundred,US,California
Flying Trout,US,Columbia Valley (WA)
Horeau-Beylot,France,Saint-Émilion
Bodegas Artazu,Spain,Navarra
Burgo Viejo,Spain,Rioja
Toad Hollow,US,Russian River Valley
Penumbra,US,North Coast
Tablas Creek,US,Paso Robles
Torre Quarto,Italy,Puglia
Château de Ferrand,France,Saint-Émilion
Saint André de Figuière,France,Côtes de Provence
Gainey,US,Sta. Rita Hills
Banear,Italy,Delle Venezie
Bonterra,US,Mendocino County
Chaddsford,US,Pennsylvania
Di Lenardo,Italy,Venezia Giulia
Lavender Ridge,US,Sierra Foothills
Mas de la Dame,France,Les Baux de Provence
Montevina,US,Amador County
Quinta de Ventozelo,Portugal,NA
Substance,US,Columbia Valley (WA)
Stevenot,US,Sierra Foothills
Stonehouse,US,Shenandoah Valley (CA)
Renato Keber,Italy,Collio
S.A. Prüm,Germany,NA
Schmidt,US,Southern Oregon
Tercic,Italy,Collio
August Truth,US,Russian River Valley
Terre Brûlée,South Africa,NA
Apriori,US,Santa Cruz Mountains
Bernat,US,Santa Ynez Valley
Bodega Norton,Argentina,Mendoza
Bouchaine,US,Carneros
Brys,US,Old Mission Peninsula
Bulas,Portugal,NA
C. von Nell-Breuning,Germany,NA
Caldaro,Italy,Alto Adige
Casa da Passarella,Portugal,NA
Chateau Grand Traverse,US,Old Mission Peninsula
Manincor,Italy,Alto Adige Terlano
Mario Schiopetto,Italy,Collio
Martin Ray,US,Dry Creek Valley
Matchbook,US,Dunnigan Hills
Paratus,US,Mount Veeder
Peter Mertes,Germany,NA
Quinta dos Murças,Portugal,NA
Replica,US,California
Domaine de l'Hermitage,France,Bandol
Domaine Weinbach,France,Alsace
Dunham,US,Columbia Valley (WA)
Tamarack Cellars,US,Red Mountain
Krutzler,Austria,NA
Marita's Vineyard,US,Napa Valley
Pamplin,US,Columbia Valley (WA)
Prieler,Austria,NA
Rieflé,France,Alsace
Rocca,US,Coombsville
Buty,US,Horse Heaven Hills
Caldwell,US,Napa Valley
Charles Smith,US,Columbia Valley (WA)
Château Paradis,France,Coteaux d'Aix-en-Provence
Château Salettes,France,Bandol
Domaine de Val d'Arenc,France,Bandol
Fritsch,Austria,NA
Judith Beck,Austria,NA
Epoch Estate Wines,US,Paso Robles
Z. Alexander Brown,US,Napa Valley
Alain Brumont,France,Madiran
Alex Gambal,France,Chassagne-Montrachet
Alves de Sousa,Portugal,NA
Château La Nerthe,France,Châteauneuf-du-Pape
David Duband,France,Nuits-St.-Georges
Le Ragnaie,Italy,Brunello di Montalcino
Louis Jadot,France,Beaune
Masi,Italy,Amarone della Valpolicella Classico
Freemark Abbey,US,Rutherford
Georges Vigouroux,France,Cahors
Grimm's Bluff,US,Happy Canyon of Santa Barbara
Foradori,Italy,Vigneti delle Dolomiti
Joseph Phelps,US,St. Helena
Mesa Del Sol,US,Arroyo Seco
Mouchão,Portugal,NA
Pine Ridge,US,Napa Valley
Sandler,US,Santa Maria Valley
Tolosa,US,Edna Valley
Villa Poggio Salvi,Italy,Brunello di Montalcino
Volker Eisele Family Estate,US,Napa Valley
TerraNoble,Chile,NA
Terre de Trinci,Italy,Montefalco Rosso
Mosolo Gleni,Italy,Colli Orientali del Friuli
Arbor Crest,US,Columbia Valley (WA)
Wolf Blass,Australia,South Australia
Chilensis,Chile,NA
Domaines Barons de Rothschild (Lafite),Chile,NA
Fetzer,US,California
Barker's Marque,New Zealand,NA
Bock,Hungary,NA
Carneros Creek,US,Carneros
Casale Triocco,Italy,Sagrantino di Montefalco
Castello di Monastero,Italy,Toscana
Konrad,New Zealand,NA
Mana,New Zealand,NA
Michel Torino,Argentina,Calchaquí Valley
Rubissow,US,Mount Veeder
Santa Julia,Argentina,Mendoza
Ronco Blanchis,Italy,Collio
Planeta,Italy,Sicilia
Sequana,US,Santa Lucia Highlands
Small Vines,US,Russian River Valley
Bründlmayer,Austria,NA
Château d'Aydie,France,Madiran
Château de Gaudou,France,Cahors
Château des Jacques,France,Moulin-à-Vent
Happy Canyon Vineyard,US,Santa Ynez Valley
Palari,Italy,Faro
Pascal Aufranc,France,Chénas
Charles Krug,US,Napa Valley
Château Blaignan,France,Médoc
Domaine Bru-Baché,France,Jurançon
Lagar de Bezana,Chile,NA
Morgante,Italy,Sicilia
Santa Carolina,Chile,NA
Steven Kent,US,Livermore Valley
Hauner,Italy,Terre Siciliane
Herdade do Esporão,Portugal,NA
Jean León,Spain,Penedès
Bodegas Luzón,Spain,Jumilla
Volver,Spain,La Mancha
Cellars 33,US,California
Château de Chaintres,France,Saumur
Château de la Vieille Tour,France,Bordeaux Blanc
Château la France,France,Bordeaux Blanc
Château Lalande Méric,France,Bordeaux Rosé
Château Lauduc,France,Bordeaux Rosé
Clos de Nit,Spain,Montsant
DFJ Vinhos,Portugal,NA
Jidvei,Romania,NA
Orion Wines,Italy,Puglia
Raventós de Alella,Spain,Alella
Rubus,Chile,NA
Sanguinhal,Portugal,NA
Villa Cordevigo,Italy,Bardolino Chiaretto
Botromagno,Italy,Murgia
Bowman Cellars,US,Russian River Valley
Quinta das Arcas,Portugal,NA
Quilceda Creek,US,Columbia Valley (WA)
Château Margaux,France,Margaux
Château Palmer,France,Margaux
Pirouette,US,Columbia Valley (WA)
Château Troplong Mondot,France,Saint-Émilion
Tenuta San Guido,Italy,Bolgheri Sassicaia
Tenuta dell'Ornellaia,Italy,Bolgheri Superiore
Château La Mission Haut-Brion,France,Pessac-Léognan
Château Figeac,France,Saint-Émilion
Château Léoville Poyferré,France,Saint-Julien
Tenuta Argentiera,Italy,Bolgheri Superiore
Château Haut-Brion,France,Pessac-Léognan
Château la Fleur-Pétrus,France,Pomerol
Château Lynch-Bages,France,Pauillac
Groth,US,Oakville
Château Mouton Rothschild,France,Pauillac
Château Trotanoy,France,Pomerol
Château Beau-Séjour Bécot,France,Saint-Émilion
Château Branaire-Ducru,France,Saint-Julien
Château Canon,France,Saint-Émilion
Château Canon la Gaffelière,France,Saint-Émilion
Doyenne,US,Red Mountain
Hanzell,US,Sonoma Valley
Billsboro,US,Finger Lakes
C'est Bon,US,Oakville
Ceuso,Italy,Terre Siciliane
Château Balac,France,Haut-Médoc
Château des Annereaux,France,Lalande de Pomerol
Château Frank,US,Finger Lakes
Château Haut-Bergey,France,Pessac-Léognan
Château Larrivet Haut-Brion,France,Pessac-Léognan
Château le Sartre,France,Pessac-Léognan
Château Mancèdre,France,Pessac-Léognan
Château Peyredon Lagravette,France,Haut-Médoc
Château Potensac,France,Médoc
Clos Beauregard,France,Pomerol
Dark Horse,US,California
Domaine Anderson,US,Anderson Valley
Dowsett Family,US,Columbia Gorge (WA)
Feudo Antico,Italy,Sicilia
Gamache,US,Columbia Valley (WA)
Paumanok,US,North Fork of Long Island
Broken Clouds,US,Sonoma Coast
Browne Family Vineyards,US,Columbia Valley (WA)
Castillo De Feliciana,US,Walla Walla Valley (WA)
Château Amour,France,Médoc
Château de Cruzeau,France,Pessac-Léognan
Château de Paillet-Quancard,France,Cadillac Côtes de Bordeaux
Château de Rochemorin,France,Pessac-Léognan
Gabriel Meffre,France,Vin de France
Alta Vista,Argentina,Mendoza
Aymara,Argentina,Maipú
Paul Buisse,France,Touraine
Saget la Perrière,France,Vin de France
The Williamsburg Winery,US,Virginia
Valentin Bianchi,Argentina,Mendoza
Gruet,US,NA
Jean-Max Roger,France,Menetou-Salon
Magnum Vinhos,Portugal,NA
Blue Valley,US,Middleburg
Vinadeis,France,Vin de France
Gnarly Head,US,California
Ca' Momi,US,Napa Valley
Domaine de Reuilly,France,Reuilly
Enoport,Portugal,NA
Tie-Dye,US,North Coast
Il Chiosso,Italy,Gattinara
Grayson,US,California
Leaping Lizard,US,California
Portal del Montsant,Spain,Montsant
Decoy,US,Sonoma County
Xanadu,Australia,Margaret River
Adega Mãe,Portugal,NA
Aniello,Argentina,Patagonia
Oak Knoll,US,Willamette Valley
Parras Wines,Portugal,NA
Château Lanscade,France,Bordeaux
Château Troupian,France,Haut-Médoc
Cliff Creek,US,Southern Oregon
Del Rio,US,Rogue Valley
Delfino,US,Umpqua Valley
Gru,Italy,Montepulciano d'Abruzzo
First & Local,US,California
Amalaya,Argentina,Salta
Half Mile Creek,Australia,South Eastern Australia
California Republic,US,California
Cantina Valle Tritana,Italy,Montepulciano d'Abruzzo
Château Doms,France,Graves
Château Pindefleurs,France,Saint-Émilion
Réserve des Oliviers,France,Châteauneuf-du-Pape
Tardieu-Laurent,France,Hermitage
Sant Agnese dei F.lli Gigli,Italy,Toscana
Bonaccorsi,US,Santa Maria Valley
Chanin,US,Santa Maria Valley
Doña Silvina,Argentina,Mendoza
Dürnberg,Austria,NA
Il Veltro,Italy,Brunello di Montalcino
Lange,US,Willamette Valley
Markus Huber,Austria,NA
Massi di Mandorlaia,Italy,Maremma
Melrose,US,Umpqua Valley
Pieve Vecchia,Italy,Maremma
Tessa Marie,US,Santa Barbara County
Türk,Austria,NA
Ugly Duckling,US,California
Finca Vides,Argentina,Mendoza
Petra,Italy,Toscana
Recanati,Israel,NA
Terralsole,Italy,Toscana
Caves Aliança,Portugal,NA
Bodegas Cerrosol,Spain,Rueda
Prejean,US,Finger Lakes
Kadesh Barnea,Israel,NA
Antonino Tringali-Casanuova,Italy,Toscana
Tyrrell's,Australia,South Eastern Australia
Vasse River,Australia,Margaret River
Vega de la Reina,Spain,Rueda
Villa Vignamaggio,Italy,Toscana
Vinum Cellars,US,San Benito County
Analivia,Spain,Rueda
Battle of Bosworth,Australia,McLaren Vale
La Gerla,Italy,Toscana
Quinta do Grifo,Portugal,NA
St. Clement,US,Carneros
Quinta da Alorna,Portugal,NA
Torres,Spain,Catalunya
Renwood,US,Lodi
Tapeña,Spain,Vino de la Tierra de Castilla
Marqués de Cáceres,Spain,Rioja
Bodegas Campante,Spain,Ribeiro
Brick Road,Australia,McLaren Vale
Bodegas Riojanas,Spain,Rioja
Château de Malle,France,Sauternes
Presqu'ile,US,San Luis Obispo County
Sante Arcangeli,US,Santa Cruz Mountains
